번호,개방자치단체코드,인허가일자,소재지전체주소,사업장명
4880,3060000,2006.1.4,서울특별시 중랑구 면목동 353-25번지,주연동물병원
4881,3060000,2006.2.23,서울특별시 중랑구 신내동 571-8번지,진서동물병원
4882,3060000,2006.2.23,서울특별시 중랑구 망우동 488-14,세진동물병원
4883,3060000,2006.8.1,서울특별시 중랑구 면목동 103-4 1층,숲속동물병원
4884,3120000,2005.5.11,서울특별시 서대문구 북아현동 136-21 e편한세상신촌 4단지,마음을 나누는 동물병원
4885,3120000,2001.6.28,서울특별시 서대문구 홍은동 217-30번지 나호,신영동물병원
4886,3060000,2008.6.19,서울특별시 중랑구 중화동 207,로얄동물메디컬센터
4887,3060000,2009.4.8,서울특별시 중랑구 면목동 606-6번지,면목동물병원
4888,3060000,2010.3.26,서울특별시 중랑구 신내동 648번지 디아뜨갤러리,하니동물병원
4889,3060000,2010.10.27,"서울특별시 중랑구 면목동 119-10 1,2층",한국동물메디컬센터(KAMC)
4890,3120000,2002.4.19,서울특별시 서대문구 연희동 88-20번지,라파엘종합동물병원
4891,3120000,2002.7.8,서울특별시 서대문구 남가좌동 381 DMC센트레빌 상가 205동,프란다스동물병원
4892,3730000,2018.11.5,울산광역시 울주군 삼동면 하잠리 818번지,삼동종합가축병원약품
4893,4050000,2018.11.5,경기도 용인시 기흥구 신갈동 69-7번지,24시 쓰담쓰담 동물메디컬 센터
4894,5110000,2018.12.4,경상북도 상주시 화남면 평온리 173-12,더존 동물병원
4895,3230000,2018.11.13,서울특별시 송파구 방이동 108-7,샤인동물메디컬센터
4896,3090000,2018.11.15,서울특별시 도봉구 도봉동 562-26,도담동물병원
4897,4600000,2019.1.29,충청남도 홍성군 홍북읍 신경리 553 성원타워,내포동물의료센터
4898,5710000,2019.1.15,충청북도 청주시 청원구 오창읍 화산리(華山) 278-8,오성동물병원
4899,3630000,2019.1.15,광주광역시 광산구 월계동 893-9번지,비타민동물병원
4900,3130000,2023.1.31,서울특별시 마포구 서교동 444-6,우쭈쭈동물건강검진센터 합정점
4901,5250000,2019.1.16,경상북도 울진군 울진읍 읍내리 219-6 킴스동물병원,킴스동물병원
4902,3780000,2019.1.27,경기도 성남시 분당구 백현동 564-5번지 (주)코레드디엔씨 201호,365동판교동물병원
4903,3140000,2019.1.29,서울특별시 양천구 목동 721-1번지 목동한강팰리스,가온동물병원
4904,6510000,2019.1.28,제주특별자치도 제주시 노형동 1897-5,제주오름동물병원
4905,5600000,2019.1.22,경기도 포천시 관인면 중리 39,큰동물병원
4906,5060000,2019.1.14,경상북도 김천시 율곡동 780번지 율곡스퀘어Ⅲ,율곡동물병원
4907,3940000,2018.12.10,경기도 고양시 덕양구 화전동 219-14번지,경서동물병원
4908,3230000,2019.2.20,"서울특별시 송파구 문정동 652-4 힐스테이트에코문정상가 1층 120,121호",문정힐스 동물병원
4909,3620000,2019.1.31,광주광역시 북구 운암동 439-1 MVG#78,24시 블루밍 동물병원
4910,5260000,2019.1.25,경상북도 울릉군 울릉읍 도동리 232-3,우산동물병원
4911,3080000,2019.1.30,서울특별시 강북구 미아동 42-11 덕신빌딩 4층,24시루시드동물메디컬센터
4912,3610000,2019.2.11,광주광역시 남구 진월동 264-3,은하수 동물병원
4913,4070000,2019.1.31,경기도 이천시 중리동 468-24,24시큰사랑동물병원
4914,5710000,2019.1.16,충청북도 청주시 청원구 오창읍 장대리 294-2번지,새솔동물병원
4915,5020000,2019.1.16,경상북도 포항시 남구 효자동 594-4번지,관문동물병원
4916,3860000,2019.3.8,경기도 부천시 중동 1128 그린프라자,24시 웰니스 동물 의료센터
4917,3040000,2019.3.14,서울특별시 광진구 자양동 681,아이본 동물병원
4918,4060000,2019.2.25,경기도 파주시 목동동 1136-3,산내동물병원
4919,5420000,2019.2.25,경상남도 고성군 회화면 배둔리 819-49,유병국 동물병원
4920,3220000,2019.2.1,서울특별시 강남구 역삼동 834-45번지 동광빌딩 1층,하나카동물병원
4921,3660000,2019.2.25,대전광역시 서구 둔산동 1383번지 햇님아파트 상가 112호,다정한 동물병원
4922,4490000,2019.1.28,충청남도 천안시 동남구 신방동 1586,드림동물병원
4923,3470000,2019.2.25,대구광역시 달서구 월성동 1540-2번지 원더풀스파랜드 203호,돌봄동물메디컬클리닉
4924,3620000,2019.1.14,광주광역시 북구 신용동 710번지,마음동물병원
4925,3220000,2019.1.14,서울특별시 강남구 압구정동 426번지 현대아파트 상가 1동 201호,튼튼동물병원
4926,3470000,2019.3.20,대구광역시 달서구 대곡동 1071-2번지,수목원동물병원
4927,4640000,2019.3.20,전라북도 전주시 덕진구 송천동2가 1311 에코시티 데시앙 4블럭,에코동물병원
4928,5480000,2019.2.21,경상남도 합천군 합천읍 합천리 494-29번지,나라 동물병원
4929,4790000,2019.2.21,전라북도 부안군 부안읍 서외리 432-21번지,닥터 홍 동물병원
4930,5350000,2019.2.12,경상남도 김해시 삼계동 1505-4번지 코아루센텀 오피스텔,다봄 동물의료센터
4931,3620000,2019.2.21,광주광역시 북구 오치동 785-6,동행동물병원
4932,5540000,2019.1.8,경기도 광주시 태전동 162-5번지,하하동물병원
4933,3780000,2019.1.10,경기도 성남시 분당구 정자동 117-1번지 스포라이프 스포츠센타 107호,분당데이지동물병원
4934,3240000,2019.3.29,서울특별시 강동구 강일동 679-2번지 MIDC빌딩,아프리카동물병원
4935,3520000,2019.3.25,인천광역시 연수구 송도동 21-24,라파엘 동물병원
4936,3530000,2019.3.25,인천광역시 남동구 논현동 733-5번지,해와달동물병원
4937,5350000,2019.2.7,경상남도 김해시 삼계동 1413-3번지,성모동물병원
4938,5590000,2022.4.25,경기도 양주시 남면 신산리 72-10,캐나다동물병원
4939,4050000,2022.4.26,경기도 용인시 처인구 남사읍 북리 54-18,윤 동물병원
4940,4040000,2022.4.25,"경기도 하남시 풍산동 502-1 상아프라자2, 2층 201호",미사 센트럴 동물병원
4941,3410000,2022.4.22,대구광역시 중구 남산동 2118-2 로하스남산 101호,남산연합동물병원
4942,3050000,2022.4.26,서울특별시 동대문구 답십리동 259-22,동대문 루시드 동물메디컬센터
4943,3630000,2022.11.30,광주광역시 광산구 장덕동 1597,치유동물병원
4944,3470000,1996.3.11,대구광역시 달서구 상인동 240-9번지,가람동물병원
4945,3470000,1992.12.30,대구광역시 달서구 상인동 188-4번지,제이엘동물병원
4946,3470000,1995.4.11,대구광역시 달서구 두류동 487-25번지,광장동물병원
4947,3470000,1997.5.16,대구광역시 달서구 감삼동 105-1,용산종합동물병원
4948,3470000,1999.9.30,대구광역시 달서구 이곡동 541-9번지,온누리동물병원
4949,3470000,2000.9.2,대구광역시 달서구 이곡동 1000-125번지,문종합동물병원
4950,3470000,2002.5.27,대구광역시 달서구 송현동 56-1번지 나동 2층,세림종합동물병원
4951,3470000,2005.4.7,대구광역시 달서구 이곡동 538-3,미르동물병원
4952,3420000,1990.5.21,대구광역시 동구 신암동 1476번지,박동물병원
4953,3420000,1996.11.16,대구광역시 동구 효목동 80-7번지,박순복동물병원
4954,3420000,2010.8.18,대구광역시 동구 신기동 179-5번지,이스턴24시동물병원
4955,3420000,2012.7.5,대구광역시 동구 신서동 520-1번지 이마트 2층,쿨펫동물병원
4956,3420000,2013.11.1,대구광역시 동구 율하동 1117 롯데마트 4층 동물병원,쿨펫동물병원
4957,3420000,2014.2.28,대구광역시 동구 신서동 621-22,앨리스동물병원
4958,3470000,2000.12.21,대구광역시 달서구 이곡동 1248-5,성서종합동물병원
4959,3470000,2005.9.8,대구광역시 달서구 월성동 1832번지,오 동물병원
4960,3470000,2003.7.24,대구광역시 달서구 성당동 211-3번지,두류동물병원
4961,3420000,2001.4.9,대구광역시 동구 방촌동 1118-120번지,킴스동물병원
4962,3420000,2002.7.22,대구광역시 동구 검사동 957-41번지,변수의과의원
4963,3420000,2004.9.18,대구광역시 동구 효목동 64-6번지,21세기종합동물병원
4964,3420000,2005.5.25,대구광역시 동구 신암동 1293-3,동대구동물의료센터
4965,3420000,2006.4.13,대구광역시 동구 신천동 137-4번지,대경동물병원
4966,3420000,2015.2.26,대구광역시 동구 방촌동 1118-109,이끌림동물병원
4967,3420000,2015.5.20,대구광역시 동구 신천동 538-22번지,대구동물병원
4968,3420000,2015.8.21,대구광역시 동구 율하동 1292번지,율하동물병원
4969,3470000,2002.5.9,대구광역시 달서구 본동 821-1번지,박물관옆동물병원
4970,3470000,2002.8.8,대구광역시 달서구 송현동 798-244 1층,25시종합동물병원
4971,3470000,2003.3.28,대구광역시 달서구 용산동 499-1번지,헬로우동물병원
4972,3470000,2003.4.2,대구광역시 달서구 상인동 255-2번지,어진종합동물병원
4973,3420000,2014.4.26,대구광역시 동구 봉무동 1520-1번지 106호,이시아동물병원
4974,3420000,2014.7.1,대구광역시 동구 신암동 799-1번지,열린동물병원
4975,3420000,2017.2.3,대구광역시 동구 각산동 444-7번지,봄이온동물병원
4976,3460000,2006.3.7,대구광역시 수성구 지산동 1157-22번지,이수의과동물병원
4977,3460000,2006.4.21,대구광역시 수성구 수성동2가 60-1번지 4호,허동물병원
4978,3460000,2006.4.21,대구광역시 수성구 중동 400-10번지,수성동물병원
4979,3470000,2014.11.28,대구광역시 달서구 진천동 595-26,초록동물병원
4980,3460000,2010.2.8,대구광역시 수성구 상동 279-2,올펫 동물병원
4981,3460000,2010.9.14,대구광역시 수성구 신매동 183,다원 동물병원
4982,3460000,2010.11.4,대구광역시 수성구 만촌동 950-1번지,메트로 동물병원
4983,3470000,2011.9.9,대구광역시 달서구 진천동 576-1번지,위드동물병원
4984,3470000,2014.7.15,대구광역시 달서구 진천동 657-1,두남자동물병원
4985,3470000,2014.7.21,대구광역시 달서구 상인동 1595-3,하나동물병원
4986,3470000,2014.5.2,대구광역시 달서구 도원동 1436-9번지,이룸동물병원
4987,3470000,2016.7.28,대구광역시 달서구 진천동 574-1번지,애플동물병원
4988,3470000,2017.1.11,대구광역시 달서구 본리동 62-6번지,라파동물병원
4989,3470000,2013.6.14,대구광역시 달서구 감삼동 140-32,(주)죽전동물메디컬센터
4990,3470000,2014.6.5,대구광역시 달서구 감삼동 171-4번지,미소동물병원
4991,3470000,2015.4.10,대구광역시 달서구 대곡동 964번지,24시프라임동물병원
4992,3470000,2015.6.1,대구광역시 달서구 대곡동 7-6,이솝동물병원
4993,3470000,2016.2.11,대구광역시 달서구 월성동 1811 그루메디컬 105호,앨리스in동물병원
4994,3470000,2017.6.22,대구광역시 달서구 장기동 566-4번지,본리종합동물병원
4995,3470000,2017.8.30,대구광역시 달서구 진천동 44-4,본 동물메디컬센터 외과동물병원
4996,3470000,2004.6.25,대구광역시 달서구 진천동 508번지 진천역 대성스키이렉스 상가1층 401동 127호,해맑은동물병원
4997,3470000,2004.10.28,대구광역시 달서구 두류동 472-11,한마음종합동물병원
4998,3470000,2017.11.29,대구광역시 달서구 상인동 1439-1,탑스동물메디컬센터
4999,3470000,2004.5.1,대구광역시 달서구 이곡동 1238-6번지,이곡종합동물병원
5000,3450000,2008.9.24,대구광역시 북구 침산동 241-1,아프리카 동물병원
5001,3450000,2010.1.5,대구광역시 북구 대현동 229-19,북부동물병원
5002,3450000,2011.12.2,대구광역시 북구 복현동 209-1,준 동물병원
5003,3450000,2012.4.27,대구광역시 북구 침산동 269-10 명성푸르지오 101동 A1호,라라(Lara) 동물병원
5004,3450000,2013.1.22,대구광역시 북구 태전동 1068,태전동물병원
5005,3450000,2013.7.26,대구광역시 북구 구암동 765-2 동재빌딩 101호,키다리동물병원
5006,3450000,2013.8.30,대구광역시 북구 산격동 1838,올리브동물병원
5007,3450000,2014.7.23,대구광역시 북구 노원동1가 1-8,대구24시동물병원
5008,3450000,2015.3.31,대구광역시 북구 서변동 1746-9,가온동물병원
5009,3450000,1994.7.20,대구광역시 북구 노원동2가 290-3,경북가축병원
5010,3450000,1999.4.21,대구광역시 북구 태전동 415-1 102호,칠곡종합동물병원
5011,5060000,1998.2.14,경상북도 김천시 황금동 17-12번지,가람가축병원
5012,5060000,1998.2.14,경상북도 김천시 성내동 181-6번지,두산동물병원
5013,5060000,1998.2.14,경상북도 김천시 평화동 245-12번지,삼양가축병원
5014,5060000,1999.2.26,경상북도 김천시 평화동,우정 팜 크리닉
5015,5060000,2000.7.26,경상북도 김천시 남산동 12-3번지,가야동물병원
5016,5060000,2001.1.9,경상북도 김천시 부곡동 1504,지수동물병원
5017,5060000,2001.2.14,경상북도 김천시 황금동 102-1번지,녹십자동물병원
5018,5060000,2004.7.22,경상북도 김천시 부곡동 395-3   번지,금오산낙협동물병원
5019,5060000,2004.7.22,경상북도 김천시 대광동 1088번지,금오산낙농축협동물병원
5020,5060000,2010.6.14,경상북도 김천시 성내동 10-23번지,미래동물병원
5021,5060000,2015.6.12,경상북도 김천시 신음동 1313번지 대신휴먼시아,김천연합동물병원
5022,5070000,1974.2.26,경상북도 안동시 풍천면 구담리 488-2번지,구담가축병원
5023,5070000,1979.7.5,경상북도 안동시 금곡동 124-1번지 0통0반,경북가축병원
5024,5070000,2016.6.1,경상북도 안동시 옥야동 340-49번지,서울종합동물병원
5025,5070000,2006.5.26,경상북도 안동시 당북동 333-120번지,보경종합동물병원
5026,5070000,2006.8.10,경상북도 안동시 옥동 796-1번지,안동제1 동물병원
5027,5070000,2017.5.12,,경상북도 야생동물 구조관리센터
5028,5070000,2017.3.9,,풍산동물병원
5029,5070000,2017.9.18,경상북도 안동시 정하동 371-4번지,BAC 바른동물병원
5030,5070000,1983.4.22,경상북도 안동시 옥동 920-4번지 104동 703호,대구가축병원
5031,5070000,1992.11.24,경상북도 안동시 당북동 311-7번지,연합가축병원
5032,5070000,1999.8.9,경상북도 안동시 당북동 333-93번지,황동물병원
5033,5070000,2000.5.13,경상북도 안동시 안기동 235-17번지,보우종합동물병원
5034,5070000,2002.8.13,경상북도 안동시 광석동 20-4번지 안동봉화축협,안동봉화축협동물병원
5035,5070000,2003.5.15,경상북도 안동시 송현동 419-1번지,영민동물병원
5036,5070000,2003.12.4,경상북도 안동시 명륜동 328-4번지,신세계동물병원
5037,3520000,2013.4.8,인천광역시 연수구 송도동 23-4번지 더샵센트럴파크2차상가 C동 128호,Central 동물병원
5038,4780000,1985.1.17,전라북도 고창군 고창읍 읍내리 212-19번지,연합
5039,4780000,1988.7.19,전라북도 고창군 흥덕면 동사리 437-52,흥덕가축병원
5040,4780000,1994.2.5,전라북도 고창군 대산면 매산리 244-19,대산
5041,4780000,1994.5.30,전라북도 고창군 고창읍 교촌리 501번지,한국
5042,4780000,1999.4.7,전라북도 고창군 고창읍 읍내리 964-1번지,고창중앙 동물병원
5043,4780000,2001.9.24,전라북도 고창군 고창읍 읍내리 169번지,고창
5044,4780000,2007.5.18,전라북도 고창군 고창읍 읍내리 1195,모양동물병원
5045,4780000,2007.12.4,전라북도 고창군 흥덕면 신덕리 35-6번지,고창부안축협동물병원
5046,4780000,2013.3.8,전라북도 고창군 고창읍 교촌리 233-11번지,더나은동물병원
5047,4780000,2014.4.10,전라북도 고창군 흥덕면 흥덕리 54-12번지,한길동물병원
5048,4780000,2014.7.2,전라북도 고창군 고창읍 덕산리 207-3 (유)충만건설,치산동물병원
5049,4780000,2016.1.27,전라북도 고창군 고창읍 덕산리 256번지 101호,인우 동물병원
5050,4720000,1986.7.1,전라북도 완주군 봉동읍 장기리 225번지,박동물병원
5051,4720000,2015.6.8,전라북도 완주군 이서면 금평리 산 145-5 국립축산과학원,국립축산과학원 동물병원
5052,4720000,2015.7.7,전라북도 완주군 이서면 이문리 711-3번지,광희동물병원
5053,4720000,2015.12.31,전라북도 완주군 이서면 상개리 590,이서동물병원
5054,3940000,2003.5.20,경기도 고양시 일산서구 주엽동 110-2번지 가람상가 208호,반딧불 동물병원
5055,4700000,1989.2.28,전라북도 남원시 동충동 44-7번지 청원동물병원,청원동물병원
5056,4700000,2004.6.1,"전라북도 남원시 왕정동 59-2 선수학전문학원,꽃화원,sk텔레콤",하나동물종합병원
5057,4700000,2005.5.30,전라북도 남원시 향교동 263-3,남원축협 동물병원
5058,4700000,2012.6.28,전라북도 남원시 금동 325-2,지리산동물병원
5059,4700000,2015.12.1,전라북도 남원시 왕정동 218-3번지,신성동물약품병원
5060,4700000,2018.1.16,전라북도 남원시 광치동 644-7번지,지리산 산업동물병원
5061,4700000,2018.5.21,전라북도 남원시 금동 252-16 성림장,남원제일가축병원
5062,4700000,1986.8.21,전라북도 남원시 운봉읍 동천리 506-1,운봉동물병원
5063,4500000,2000.5.24,충청남도 공주시 의당면 유계리 28번지,금강동물병원
5064,4500000,2003.6.25,충청남도 공주시 금흥동 35-3번지 현대아파트 404동 102호,한국동물병원
5065,4520000,2013.12.14,충청남도 아산시 영인면 아산리 83-2번지,수동물병원
5066,4520000,2016.5.3,충청남도 아산시 용화동 1581번지,아산동물의료센터
5067,4520000,2016.11.7,충청남도 아산시 둔포면 둔포리 445-7번지,수안동물병원(출장진료전문)
5068,4520000,2016.12.26,충청남도 아산시 모종동 578번지 8통3반 라이프아파트 103동 309호,선동물병원(출장진료전문)
5069,4520000,2016.12.26,충청남도 아산시 온천동 1353 명종합동물병원,명동물병원
5070,4520000,2018.7.12,충청남도 아산시 모종동 580-3번지 신정아파트상가 20호,안 수의과병원
5071,4520000,2013.8.21,충청남도 아산시 배방읍 공수리 151-36번지,숲속동물병원
5072,4600000,2015.7.22,충청남도 홍성군 홍성읍 옥암리 36번지,우사랑동물병원
5073,4600000,2015.12.31,충청남도 홍성군 홍성읍 남장리 214-14번지,임만수 동물병원
5074,4600000,2016.12.26,충청남도 홍성군 홍성읍 고암리 948,대산 동물병원
5075,4600000,2017.8.24,충청남도 홍성군 홍북읍 신경리 587,닥터차 동물병원
5076,4520000,2002.5.25,충청남도 아산시 온천동 80-5번지,가나동물병원
5077,4520000,2008.12.19,충청남도 아산시 염치읍 방현리 296-1번지,아산축산업협동조합(동물병원)
5078,4520000,2010.4.14,충청남도 아산시 둔포면 둔포리 396-1번지,중부벳동물병원
5079,4520000,2010.10.8,충청남도 아산시 둔포면 둔포리 445-7번지,건국동물병원(출장진료전문)
5080,3930000,2016.4.25,경기도 안산시 단원구 초지동 734-6번지 한미타워 110호,닥터K동물병원
5081,4520000,1983.4.7,충청남도 아산시 둔포면 둔포리 414-14번지 414-14,이동물병원
5082,4520000,1992.5.9,충청남도 아산시 권곡동 537-10번지,김광수동물병원
5083,4520000,2001.12.6,충청남도 아산시 모종동 580-3번지,정강동물병원
5084,4520000,2001.12.24,충청남도 아산시 온천동 1791번지,온양동물병원
5085,4520000,2010.12.17,충청남도 아산시 배방읍 북수리 1213번지,배방동물병원
5086,4520000,2011.12.23,충청남도 아산시 용화동 575번지,주앤동물병원
5087,4520000,2012.4.19,충청남도 아산시 둔포면 둔포리 451-2번지,한원동물병원
5088,4520000,2013.6.10,충청남도 아산시 온천동 1437번지,충무가축병원
5089,4600000,2007.9.14,충청남도 홍성군 홍성읍 월산리 836-3번지,내포동물병원
5090,4600000,2011.2.11,충청남도 홍성군 홍성읍 옥암리 8-5,(주)돼지와건강
5091,4580000,1992.1.14,충청남도 서천군 서천읍 군사리 179-22번지 서천가축병원,서천가축병원
5092,4580000,1993.2.6,충청남도 서천군 서천읍 군사리 862-10번지 서해동물병원,서해동물병원
5093,4580000,2007.12.21,충청남도 서천군 한산면 지현리 243-2번지,최가축병원
5094,4580000,2014.3.27,충청남도 서천군 마서면 송내리 755,국립생태원동물병원
5095,4570000,2017.11.29,충청남도 부여군 규암면 외리 217-16번지,초원동물병원
5096,4570000,1980.7.25,충청남도 부여군 부여읍 구아리 141-3번지 3통,금강동물병원
5097,4570000,1980.7.25,충청남도 부여군 은산면 신대리 393-3번지 3통,서울동물병원
5098,4570000,1980.7.25,충청남도 부여군 부여읍 구아리 82-2번지,부여동물병원
5099,4570000,1990.1.15,충청남도 부여군 부여읍 구아리 407-2번지 3통,백동물병원
5100,4570000,2001.8.14,충청남도 부여군 부여읍 동남리 546-6번지,한라동물병원
5101,4570000,2008.4.3,충청남도 부여군 부여읍 구아리 391,남부여동물병원
5102,4570000,1971.4.6,충청남도 부여군 임천면 군사리 98번지,임천동물병원
5103,4570000,2012.7.27,충청남도 부여군 규암면 규암리 117-5번지 금강타운 102호,심동물병원
5104,4550000,1972.7.20,충청남도 금산군 금산읍 중도리 337-3번지 6통5반,노아동물병원
5105,4550000,1994.3.23,충청남도 금산군 금산읍 상리 176-25번지 19통4반,우신동물병원
5106,4550000,2006.7.18,충청남도 금산군 금산읍 상리 127-4번지,가믄장 동물병원
5107,5680000,1996.11.6,충청남도 당진시 읍내동 1252-1,푸른가축병원
5108,5680000,1998.12.8,충청남도 당진시 신평면 상오리 418-9,종합동물병원
5109,5680000,1999.10.28,충청남도 당진시 합덕읍 소소리 513-20,당진낙협동물병원
5110,5680000,2000.6.28,충청남도 당진시 읍내동 531-11번지,건국동물병원
5111,5680000,1975.6.17,충청남도 당진시 읍내동 626-9번지 10통,정가축병원
5112,5680000,1979.7.3,충청남도 당진시 합덕읍 운산리 263-1번지 2통,백제 가축병원
5113,5680000,1995.11.6,충청남도 당진시 읍내동 1317번지,백 동물병원
5114,5680000,1995.1.5,충청남도 당진시 채운동 310-3번지,충남 동물병원
5115,5680000,1996.10.4,충청남도 당진시 합덕읍 운산리 358-2번지 충청동물병원,충청동물병원
5116,5680000,1996.10.29,충청남도 당진시 신평면 거산리 161-4번지 거산동물병원,거산동물병원
5117,5680000,2015.3.29,충청남도 당진시 면천면 성상리 783-5번지,참 좋은 동물병원
5118,5680000,2009.7.16,충청남도 당진시 대덕동 1652,당진종합 동물병원
5119,5680000,2010.12.9,충청남도 당진시 읍내동 300-7 상록서점,행담 동물병원
5120,5680000,2011.5.17,충청남도 당진시 순성면 봉소리 606-15 가동,한울 AHC동물병원
5121,5680000,2012.4.5,충청남도 당진시 읍내동 산 66-2번지,당진축협동물병원
5122,5680000,2012.4.19,충청남도 당진시 우두동 1436번지,현대동물병원
5123,5680000,2013.9.5,충청남도 당진시 수청동 999번지 로뎀타워 104동,센트럴동물병원
5124,5680000,2014.3.31,충청남도 당진시 대덕동 1841번지,제일팜산업동물병원
5125,5680000,2014.9.11,충청남도 당진시 합덕읍 소소리 465-1,우리동물병원
5126,5680000,2018.4.27,충청남도 당진시 합덕읍 운산리 268-95,강한우리동물병원
5127,4600000,1985.4.1,충청남도 홍성군 광천읍 신진리 522,김수의과동물병원
5128,4600000,1991.4.24,충청남도 홍성군 홍성읍 대교리 391-15번지,홍성종합동물병원
5129,4600000,1995.4.17,충청남도 홍성군 홍성읍 고암리 548-4번지,세종동물병원
5130,4600000,1998.10.12,충청남도 홍성군 홍성읍 대교리 91-10번지,홍성낙협동물병원
5131,5580000,2009.12.9,충청남도 계룡시 엄사면 엄사리 184-4 지하 1층,충남동물병원
5132,4530000,2001.5.24,충청남도 서산시 동문동 1012-24,신화
5133,4530000,2003.3.12,충청남도 서산시 읍내동 587-3,홍성낙협서산지점
5134,4530000,2005.9.22,충청남도 서산시 잠홍동 558-8번지,정 동물병원
5135,4530000,2011.8.9,충청남도 서산시 동문동 987-13,로얄동물병원
5136,4530000,2012.4.6,충청남도 서산시 예천동 1300-7,답21동물병원
5137,4530000,2012.5.9,충청남도 서산시 죽성동 74-1번지 죽성동 삼성아파트,김도균동물병원
5138,4530000,2013.6.7,충청남도 서산시 동문동 225-1,한서동물의료센터
5139,4530000,2014.4.18,충청남도 서산시 읍내동 71-13 서원빌딩,성심동물의료센터
5140,4530000,2017.5.12,충청남도 서산시 예천동 1643,서산동물병원
5141,4500000,2012.8.27,충청남도 공주시 우성면 동대리 145-6 145-6,우성농협
5142,4500000,2003.6.25,충청남도 공주시 신관동 642-1번지,강북종합
5143,4510000,1986.5.3,충청남도 보령시 대천동 346-4번지,차동물병원
5144,4510000,1991.4.26,충청남도 보령시 대천동 434-6번지,김동물병원
5145,4510000,1991.4.26,충청남도 보령시 천북면 하만리 628-4,충남동물병원
5146,4510000,1999.4.29,충청남도 보령시 대천동 435-20번지,제일동물병원
5147,4500000,2014.12.9,충청남도 공주시 사곡면 해월리 118-2,한우사랑동물병원
5148,4500000,2015.1.8,충청남도 공주시 금성동 19-29번지,중앙동물병원
5149,4500000,2015.8.7,충청남도 공주시 우성면 상서리 704번지,한울메디벳
5150,4500000,2015.12.31,충청남도 공주시 소학동 299-1,태성동물병원
5151,4500000,2016.7.5,충청남도 공주시 신관동 256-6,금비동물병원
5152,4530000,1989.4.14,충청남도 서산시 동문동 293-11,김신환동물병원
5153,4530000,1990.7.11,충청남도 서산시 동문동 309-3 서산공용버스터미널,여한경
5154,4530000,1995.12.5,충청남도 서산시 동문동 269-6 전망빌딩,우리
5155,4530000,1996.6.5,충청남도 서산시 동문동 995-15,고려동물병원
5156,4530000,1997.8.12,충청남도 서산시 해미면 읍내리 291-9,해미성
5157,4530000,1999.6.25,충청남도 서산시 운산면 용현리 982 농협중앙회가축개량사업소별관,농협 한우개량사업소 가축병원
5158,5580000,2007.8.29,충청남도 계룡시 엄사면 엄사리 243-1번지,노아동물병원
5159,5580000,2004.9.15,충청남도 계룡시 엄사면 엄사리 168-8,신도안동물병원
5160,4500000,2003.6.25,충청남도 공주시 금성동 184-7 184-7,공주동물병원
5161,4500000,2003.6.25,충청남도 공주시 중학동 91-2번지 91-2,충남
5162,4500000,2003.6.25,충청남도 공주시 산성동 174-39 3통5반,대관령
5163,4500000,2003.6.25,충청남도 공주시 반죽동 194-3 2통2반,이기영
5164,4500000,2003.6.25,충청남도 공주시 신관동 197번지 3통4반 새뜸현대아파트 402동 2204호,신동
5165,4600000,1988.1.7,충청남도 홍성군 광천읍 신진리 423-7번지,신흥동물병원
5166,4600000,2000.12.22,충청남도 홍성군 광천읍 광천리 237-36번지,임창일동물병원
5167,4600000,2000.12.30,충청남도 홍성군 홍성읍 오관리 285번지,충남동물병원
5168,4500000,2013.8.2,충청남도 공주시 신관동 601-8번지,세종공주축협동물병원
5169,4510000,2010.6.21,충청남도 보령시 동대동 1701번지,보령동물병원
5170,4510000,2012.11.6,충청남도 보령시 천북면 하만리 271-2번지,홍성낙농협동조합 천북동물병원
5171,4510000,2013.3.8,충청남도 보령시 명천동 569-5,바른동물병원
5172,4510000,2016.11.1,충청남도 보령시 동대동 1354,훈 동물병원
5173,4540000,2003.5.1,충청남도 논산시 취암동 1040-16번지,캐비어동물병원
5174,4540000,2003.7.21,충청남도 논산시 취암동 1051-1번지,호크종합동물병원
5175,4540000,2002.10.18,충청남도 논산시 연무읍 동산리 25-4,피그헬스동물병원
5176,4540000,2015.6.29,충청남도 논산시 부적면 마구평리 468-5,봉 동물병원
5177,4540000,2016.7.20,충청남도 논산시 취암동 581-7번지,데일리동물병원
5178,4540000,2017.12.6,충청남도 논산시 내동 931번지,논산계룡축협 동물병원
5179,4540000,2018.6.28,충청남도 논산시 벌곡면 검천리 338-3,비글구조네트워크 동물메디컬센터
5180,4490000,2004.7.22,충청남도 천안시 서북구 두정동 696 오성빌딩 201호,해맑은동물병원
5181,4490000,2004.9.10,충청남도 천안시 서북구 성정동 1485번지 롯데마트 2층,펫가든동물병원
5182,4490000,2005.1.14,충청남도 천안시 서북구 백석동 872 대건플라자 108호,백석동물병원
5183,4490000,2005.1.27,충청남도 천안시 서북구 쌍용동 1176-1,굿모닝24시동물병원
5184,4490000,2006.1.19,충청남도 천안시 동남구 병천면 병천리 230-1번지 1통,병천동물병원
5185,4610000,2011.9.20,충청남도 예산군 예산읍 주교리 225-9번지,한일동물병원
5186,4500000,2017.3.23,충청남도 공주시 송선동 50-8,세종팜스
5187,4500000,2001.4.10,충청남도 공주시 신관동 534-2번지 449-74,천안공주낙농농협동물병원
5188,4500000,2011.9.8,충청남도 공주시 금성동 19-29번지,중앙가축병원
